dataset,sample_index,audio_path,iKnow_rank,final_rank,Hit@1_transition,delta_reciprocal_rank
UrbanSound8K,2872,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/161702-9-0-6.wav,1,1,both_correct,0.0
UrbanSound8K,2873,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/161702-9-0-8.wav,1,1,both_correct,0.0
UrbanSound8K,2874,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161922-3-1-4.wav,1,1,both_correct,0.0
UrbanSound8K,2875,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161922-3-1-5.wav,1,1,both_correct,0.0
UrbanSound8K,2876,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161922-3-1-6.wav,1,1,both_correct,0.0
UrbanSound8K,2877,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161922-3-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,2878,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161923-3-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2879,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161923-3-0-12.wav,1,1,both_correct,0.0
UrbanSound8K,2880,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161923-3-0-19.wav,1,1,both_correct,0.0
UrbanSound8K,2881,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/161923-3-0-5.wav,2,3,both_wrong,-0.16666666666666669
UrbanSound8K,2882,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2883,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-1.wav,1,1,both_correct,0.0
UrbanSound8K,2884,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-10.wav,1,1,both_correct,0.0
UrbanSound8K,2885,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-11.wav,1,1,both_correct,0.0
UrbanSound8K,2886,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-12.wav,1,1,both_correct,0.0
UrbanSound8K,2887,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-13.wav,1,1,both_correct,0.0
UrbanSound8K,2888,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-14.wav,1,1,both_correct,0.0
UrbanSound8K,2889,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-15.wav,1,1,both_correct,0.0
UrbanSound8K,2890,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-16.wav,1,1,both_correct,0.0
UrbanSound8K,2891,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-17.wav,1,1,both_correct,0.0
UrbanSound8K,2892,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-2.wav,1,1,both_correct,0.0
UrbanSound8K,2893,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-3.wav,1,1,both_correct,0.0
UrbanSound8K,2894,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-4.wav,1,1,both_correct,0.0
UrbanSound8K,2895,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-5.wav,1,1,both_correct,0.0
UrbanSound8K,2896,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-6.wav,1,1,both_correct,0.0
UrbanSound8K,2897,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-7.wav,1,1,both_correct,0.0
UrbanSound8K,2898,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-8.wav,1,1,both_correct,0.0
UrbanSound8K,2899,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162103-0-0-9.wav,1,1,both_correct,0.0
UrbanSound8K,2900,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2901,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-0-1.wav,1,1,both_correct,0.0
UrbanSound8K,2902,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-0-2.wav,1,1,both_correct,0.0
UrbanSound8K,2903,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,2904,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-10-0.wav,1,1,both_correct,0.0
UrbanSound8K,2905,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-10-1.wav,1,1,both_correct,0.0
UrbanSound8K,2906,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-10-2.wav,1,1,both_correct,0.0
UrbanSound8K,2907,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-10-3.wav,1,1,both_correct,0.0
UrbanSound8K,2908,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-0.wav,1,1,both_correct,0.0
UrbanSound8K,2909,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-1.wav,1,1,both_correct,0.0
UrbanSound8K,2910,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-2.wav,1,1,both_correct,0.0
UrbanSound8K,2911,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-3.wav,1,1,both_correct,0.0
UrbanSound8K,2912,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-4.wav,1,1,both_correct,0.0
UrbanSound8K,2913,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-5.wav,1,1,both_correct,0.0
UrbanSound8K,2914,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-6.wav,1,1,both_correct,0.0
UrbanSound8K,2915,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-11-7.wav,1,1,both_correct,0.0
UrbanSound8K,2916,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-12-0.wav,1,1,both_correct,0.0
UrbanSound8K,2917,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-12-1.wav,1,1,both_correct,0.0
UrbanSound8K,2918,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-12-2.wav,1,1,both_correct,0.0
UrbanSound8K,2919,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-12-3.wav,1,1,both_correct,0.0
UrbanSound8K,2920,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-12-4.wav,1,1,both_correct,0.0
UrbanSound8K,2921,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-13-0.wav,1,1,both_correct,0.0
UrbanSound8K,2922,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-13-1.wav,1,1,both_correct,0.0
UrbanSound8K,2923,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-13-2.wav,1,1,both_correct,0.0
UrbanSound8K,2924,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-13-3.wav,1,1,both_correct,0.0
UrbanSound8K,2925,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-13-4.wav,1,1,both_correct,0.0
UrbanSound8K,2926,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-14-0.wav,1,1,both_correct,0.0
UrbanSound8K,2927,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-14-1.wav,1,1,both_correct,0.0
UrbanSound8K,2928,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-14-2.wav,1,1,both_correct,0.0
UrbanSound8K,2929,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-15-0.wav,1,1,both_correct,0.0
UrbanSound8K,2930,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-15-1.wav,1,1,both_correct,0.0
UrbanSound8K,2931,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-15-2.wav,1,1,both_correct,0.0
UrbanSound8K,2932,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-15-3.wav,1,1,both_correct,0.0
UrbanSound8K,2933,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-15-4.wav,1,1,both_correct,0.0
UrbanSound8K,2934,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-16-0.wav,1,1,both_correct,0.0
UrbanSound8K,2935,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-16-1.wav,1,1,both_correct,0.0
UrbanSound8K,2936,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-17-0.wav,1,1,both_correct,0.0
UrbanSound8K,2937,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-17-1.wav,1,1,both_correct,0.0
UrbanSound8K,2938,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-17-2.wav,1,1,both_correct,0.0
UrbanSound8K,2939,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-17-3.wav,1,1,both_correct,0.0
UrbanSound8K,2940,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-17-4.wav,1,1,both_correct,0.0
UrbanSound8K,2941,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,2942,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,2943,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-4-0.wav,1,1,both_correct,0.0
UrbanSound8K,2944,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-5-0.wav,1,1,both_correct,0.0
UrbanSound8K,2945,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-6-0.wav,1,1,both_correct,0.0
UrbanSound8K,2946,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-7-0.wav,1,1,both_correct,0.0
UrbanSound8K,2947,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-7-1.wav,1,1,both_correct,0.0
UrbanSound8K,2948,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-0.wav,1,1,both_correct,0.0
UrbanSound8K,2949,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-1.wav,1,1,both_correct,0.0
UrbanSound8K,2950,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-2.wav,1,1,both_correct,0.0
UrbanSound8K,2951,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-3.wav,1,1,both_correct,0.0
UrbanSound8K,2952,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-4.wav,1,1,both_correct,0.0
UrbanSound8K,2953,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-5.wav,1,1,both_correct,0.0
UrbanSound8K,2954,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-6.wav,1,1,both_correct,0.0
UrbanSound8K,2955,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-8-7.wav,1,1,both_correct,0.0
UrbanSound8K,2956,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-9-0.wav,1,1,both_correct,0.0
UrbanSound8K,2957,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-9-1.wav,1,1,both_correct,0.0
UrbanSound8K,2958,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-9-2.wav,1,1,both_correct,0.0
UrbanSound8K,2959,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-9-3.wav,1,1,both_correct,0.0
UrbanSound8K,2960,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162134-7-9-4.wav,1,1,both_correct,0.0
UrbanSound8K,2961,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/162148-3-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2962,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-17.wav,1,1,both_correct,0.0
UrbanSound8K,2963,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-25.wav,1,1,both_correct,0.0
UrbanSound8K,2964,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-34.wav,1,1,both_correct,0.0
UrbanSound8K,2965,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-38.wav,1,1,both_correct,0.0
UrbanSound8K,2966,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-39.wav,1,1,both_correct,0.0
UrbanSound8K,2967,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-40.wav,1,1,both_correct,0.0
UrbanSound8K,2968,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-55.wav,1,1,both_correct,0.0
UrbanSound8K,2969,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162318-2-0-7.wav,1,1,both_correct,0.0
UrbanSound8K,2970,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold3/162431-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2971,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold3/162431-6-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,2972,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold3/162431-6-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,2973,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold3/162431-6-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,2974,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2975,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,2976,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-10-0.wav,1,1,both_correct,0.0
UrbanSound8K,2977,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-11-0.wav,1,1,both_correct,0.0
UrbanSound8K,2978,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-12-0.wav,1,1,both_correct,0.0
UrbanSound8K,2979,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-13-0.wav,1,1,both_correct,0.0
UrbanSound8K,2980,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-14-0.wav,1,1,both_correct,0.0
UrbanSound8K,2981,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,2982,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,2983,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-4-0.wav,1,1,both_correct,0.0
UrbanSound8K,2984,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-5-0.wav,1,1,both_correct,0.0
UrbanSound8K,2985,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-6-0.wav,1,1,both_correct,0.0
UrbanSound8K,2986,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-7-0.wav,1,1,both_correct,0.0
UrbanSound8K,2987,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-8-0.wav,1,1,both_correct,0.0
UrbanSound8K,2988,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/162432-6-9-0.wav,1,1,both_correct,0.0
UrbanSound8K,2989,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2990,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,2991,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,2992,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,2993,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-4-0.wav,1,1,both_correct,0.0
UrbanSound8K,2994,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-5-0.wav,1,1,both_correct,0.0
UrbanSound8K,2995,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-6-0.wav,1,1,both_correct,0.0
UrbanSound8K,2996,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-7-0.wav,1,1,both_correct,0.0
UrbanSound8K,2997,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold8/162433-6-8-0.wav,1,1,both_correct,0.0
UrbanSound8K,2998,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/162434-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,2999,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/162434-6-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3000,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/162434-6-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,3001,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold4/162435-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3002,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold4/162435-6-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3003,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold4/162435-6-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,3004,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold4/162435-6-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,3005,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold3/162436-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3006,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/162540-1-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3007,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/162540-1-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3008,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/162540-1-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,3009,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold2/162541-1-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3010,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold2/162541-1-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3011,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold2/162541-1-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,3012,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/162702-1-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3013,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/162702-1-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3014,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/162703-1-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3015,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold7/162728-1-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3016,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/163459-3-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3017,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold2/163460-6-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3018,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3019,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3020,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-2-0.wav,1,1,both_correct,0.0
UrbanSound8K,3021,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-2-1.wav,1,1,both_correct,0.0
UrbanSound8K,3022,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-2-2.wav,1,1,both_correct,0.0
UrbanSound8K,3023,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-2-3.wav,1,1,both_correct,0.0
UrbanSound8K,3024,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164053-8-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,3025,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-10.wav,1,1,both_correct,0.0
UrbanSound8K,3026,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-11.wav,1,1,both_correct,0.0
UrbanSound8K,3027,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-14.wav,1,1,both_correct,0.0
UrbanSound8K,3028,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-18.wav,1,1,both_correct,0.0
UrbanSound8K,3029,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-24.wav,1,1,both_correct,0.0
UrbanSound8K,3030,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-26.wav,1,1,both_correct,0.0
UrbanSound8K,3031,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-29.wav,1,1,both_correct,0.0
UrbanSound8K,3032,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold10/164194-2-0-7.wav,1,1,both_correct,0.0
UrbanSound8K,3033,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/164311-3-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3034,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold6/164311-3-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3035,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164312-3-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3036,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164312-3-1-0.wav,1,1,both_correct,0.0
UrbanSound8K,3037,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164312-3-3-0.wav,1,1,both_correct,0.0
UrbanSound8K,3038,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold1/164312-3-4-0.wav,1,1,both_correct,0.0
UrbanSound8K,3039,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/164344-9-0-0.wav,1,1,both_correct,0.0
UrbanSound8K,3040,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/164344-9-0-26.wav,1,1,both_correct,0.0
UrbanSound8K,3041,/data/zkx/zkx/iknow-audio/data/UrbanSound8K/UrbanSound8K/audio/fold5/164344-9-0-38.wav,1,1,both_correct,0.0
