dataset,relation,selected_samples,iKnow_Hit1,TFS_Hit1,delta_Hit1_pp,iKnow_MRR,TFS_MRR,delta_MRR_pp,wrong_to_correct,correct_to_wrong,net_rescued,warning
AudioSet,can be heard in,2092,27.390057361376673,30.066921606118548,2.676864244741874,39.49487929432,41.03155913643233,1.5366798421123227,129,73,56,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,caused by,2300,29.869565217391305,30.869565217391305,1.0,41.89125048198089,42.2347626776499,0.3435121956690005,114,91,23,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,co-occurs with,2244,28.030303030303028,29.27807486631016,1.2477718360071302,40.42280645932394,40.6592543351341,0.23644787581016824,145,117,28,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,described by,1842,27.958740499457114,29.31596091205212,1.3572204125950056,40.13585933650108,40.73544697914265,0.5995876426415649,110,85,25,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,emitted by,2064,28.149224806201552,30.523255813953487,2.374031007751938,40.991170876886294,42.14527126916977,1.1541003922834787,134,85,49,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,emotionally associated with,1922,29.864724245577523,33.45473465140479,3.5900104058272633,42.195328529790224,44.52791994125791,2.3325914114676944,160,91,69,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,entails event,1880,28.510638297872344,31.329787234042556,2.8191489361702127,41.37683727722703,42.58388944592092,1.2070521686938829,150,97,53,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,event composed of,1843,30.439500813890398,32.6098752034726,2.1703743895822027,43.28617603830634,44.488855351545546,1.2026793132392175,123,83,40,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,follows,2247,30.885625278148645,33.0663106364041,2.1806853582554515,43.20774002369653,44.09723138312985,0.8894913594333222,158,109,49,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,generated by,1402,28.744650499286735,30.527817403708983,1.783166904422254,41.22169375033826,42.04052445822754,0.8188307078892818,95,70,25,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has children,1779,32.99606520517144,34.28892636312535,1.2928611579539067,44.49933143581449,44.97975268281622,0.4804212470017285,87,64,23,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has duration,1438,28.372739916550767,30.806675938803895,2.433936022253129,40.22604482104809,41.76960301237825,1.5435581913301637,105,70,35,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has loudness,1727,26.577880718008107,29.357266936884773,2.779386218876665,38.9379565614374,40.506241447329636,1.5682848858922356,104,56,48,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has parent,1230,25.040650406504067,29.024390243902438,3.983739837398374,38.120831039298395,40.367624422764486,2.246793383466086,94,45,49,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has pitch,1664,28.846153846153843,30.528846153846157,1.6826923076923077,40.68730294914646,41.7691122411067,1.0818092919602396,102,74,28,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has sibling,1615,29.47368421052631,30.959752321981426,1.4860681114551082,42.307987601536006,43.01280219926003,0.7048145977240269,98,74,24,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has subtype,1943,33.607822954194546,35.51209469891919,1.9042717447246524,44.525972681485825,45.526388468683386,1.000415787197566,122,85,37,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,has timbre,1650,27.757575757575758,30.606060606060602,2.8484848484848486,40.11698660489863,41.807724178355336,1.6907375734567087,103,56,47,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,indicates,1788,30.145413870246085,33.16554809843401,3.0201342281879198,42.24889111290479,43.79809575539309,1.549204642488299,138,84,54,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,invites action,1838,31.01196953210011,33.51468988030468,2.50272034820457,43.740784776367285,45.0611296560831,1.3203448797158113,142,96,46,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,is a type of,2784,31.14224137931034,33.4051724137931,2.2629310344827585,42.98990740876646,43.97040650623553,0.9804990974690567,164,101,63,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,is instance of,2298,28.459530026109658,31.02697998259356,2.567449956483899,41.46783589892165,42.809870756161544,1.3420348572398948,166,107,59,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,is sound of,2201,28.032712403452976,29.168559745570192,1.1358473421172195,40.15453824722328,40.68192120007891,0.5273829528556334,128,103,25,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,is variant of,2031,29.98522895125554,32.25012309207287,2.2648941408173315,41.99383511071671,43.096330766475575,1.102495655758862,137,91,46,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,linked to visual,1990,28.391959798994975,31.35678391959799,2.964824120603015,41.59867484900338,43.1576098419836,1.5589349929802192,168,109,59,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,localized in,899,25.917686318131256,30.14460511679644,4.226918798665183,38.390289668621634,40.9393112745651,2.549021605943471,82,44,38,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,occurs in,1597,27.927363807138384,30.61991233562931,2.6925485284909207,40.2827243624387,41.58586739910671,1.303143036668009,118,75,43,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,originates from,1354,27.695716395864107,28.95125553914328,1.255539143279173,40.141638312106814,40.43277387063829,0.2911355585314815,90,73,17,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,overlaps with,2154,31.47632311977716,33.519034354688955,2.042711234911792,43.314041599608075,44.36101783134363,1.0469762317355626,148,104,44,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,part of scene,1804,28.60310421286031,33.31485587583148,4.711751662971175,40.62165996415247,43.27706444911759,2.6554044849651186,149,64,85,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,perceived as,1568,24.872448979591837,26.211734693877553,1.3392857142857142,37.92331070998967,38.40573489328688,0.48242418329720804,94,73,21,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,performed by,1847,29.832160259880887,31.131564699512726,1.2994044396318354,41.42901775376582,42.02073146935157,0.5917137155857557,106,82,24,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,precedes,2082,29.731027857829012,32.08453410182517,2.353506243996158,41.751430420904775,42.94616851335501,1.194738092450239,148,99,49,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,produced during,1198,30.05008347245409,31.969949916527547,1.9198664440734556,42.12885566188027,42.78533537970316,0.6564797178228985,77,54,23,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,produces,1925,27.480519480519483,29.194805194805195,1.7142857142857144,40.7824077847701,41.74243234488268,0.9600245601125795,116,83,33,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,requires attention,1466,30.62755798090041,30.081855388813096,-0.5457025920873124,43.139314089428154,42.88069797583589,-0.2586161135922599,97,105,-8,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,responds to,1673,27.794381350866708,28.631201434548714,0.8368200836820083,39.86953076385166,39.96584556664654,0.09631480279488437,109,95,14,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,scene contains,1647,32.17972070431087,35.154826958105645,2.9751062537947783,44.99351384044591,46.27891047834731,1.2853966379013964,129,80,49,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,temporal component of,2037,27.491408934707906,30.338733431516935,2.847324496809033,40.087657667862274,41.491924087784625,1.4042664199223487,146,88,58,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,transcribed as,1463,31.647300068352703,32.39917976760082,0.7518796992481203,43.39013690772754,43.617348920806535,0.22721201307899236,98,87,11,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,triggers,1765,31.89801699716714,34.27762039660057,2.379603399433428,44.105005482241175,45.612697352948686,1.5076918707075175,131,89,42,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,used for,1777,31.626336522228478,33.033202025886325,1.4068655036578503,44.039881507823054,44.63795832002479,0.5980768122017418,124,99,25,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,warns about,1233,28.386050283860502,31.792376317923765,3.40632603406326,41.42120194991434,42.998199703561575,1.5769977536472455,98,56,42,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,affects,312,38.141025641025635,47.43589743589743,9.294871794871796,59.99809218559218,64.20100732600733,4.20291514041514,65,36,29,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,associated with environment,422,37.44075829383886,57.58293838862559,20.14218009478673,60.24920840086716,71.02978840538083,10.780580004513654,95,10,85,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,associated with event,409,34.229828850855746,36.43031784841076,2.2004889975550124,55.81998210971316,55.19738343699224,-0.6225986727209231,61,52,9,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,belongs to class,344,39.24418604651162,51.74418604651163,12.5,62.41672329608377,67.34508708345918,4.928363787375416,90,47,43,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,can be heard in,652,53.06748466257669,61.34969325153374,8.282208588957054,69.73496084692403,73.80795967835844,4.072998831434414,95,41,54,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,caused by,365,44.93150684931507,53.97260273972603,9.04109589041096,66.20275462741216,70.3899692392843,4.187214611872146,60,27,33,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,co-occurs with,576,48.61111111111111,57.291666666666664,8.680555555555555,66.73641173641174,71.54109923641172,4.8046875,88,38,50,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,described by,183,29.508196721311474,39.89071038251366,10.382513661202186,53.78439562865792,59.34385438483799,5.559458756180067,44,25,19,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,emitted by,336,49.107142857142854,64.58333333333334,15.476190476190476,66.5312134954992,75.39069478801622,8.859481292517007,72,20,52,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,emotionally associated with,278,21.223021582733814,31.294964028776977,10.071942446043165,45.44124440707174,50.989377329305384,5.548132922233641,49,21,28,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,entails event,360,33.05555555555556,55.55555555555556,22.5,57.49262465929132,71.22840508257174,13.735780423280422,91,10,81,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,event composed of,785,47.261146496815286,60.25477707006369,12.993630573248408,66.48817106460419,73.17606915377617,6.687898089171974,167,65,102,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,follows,698,37.96561604584527,51.00286532951289,13.03724928366762,59.621801312345724,66.26970689291608,6.647905580570337,142,51,91,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,generated by,384,38.28125,50.260416666666664,11.979166666666668,61.1013032106782,67.30790043290044,6.206597222222223,102,56,46,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has children,556,57.37410071942446,61.69064748201439,4.316546762589928,71.481256553199,73.38152205508321,1.9002655018842067,60,36,24,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has duration,787,45.48919949174079,58.57687420584497,13.087674714104194,66.36432993802752,73.70005329979917,7.335723361771645,133,30,103,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has loudness,590,26.779661016949152,50.33898305084745,23.559322033898304,51.4108861947845,65.6058014490218,14.194915254237289,178,39,139,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has parent,521,37.42802303262956,40.11516314779271,2.6871401151631478,58.50648658230232,58.86957039548209,0.3630838131797828,45,31,14,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has pitch,429,46.15384615384615,60.13986013986013,13.986013986013987,65.26815194647362,72.32387400219568,7.055722055722055,70,10,60,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has sibling,687,56.04075691411936,54.87627365356623,-1.1644832605531297,70.91177947073145,69.38824720484108,-1.5235322658903447,56,64,-8,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has subtype,281,39.50177935943061,36.29893238434164,-3.202846975088968,58.87479266482825,54.80005956874283,-4.074733096085409,35,44,-9,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,has timbre,552,40.94202898550724,47.64492753623188,6.702898550724639,62.327918156722504,66.62441574126358,4.296497584541063,47,10,37,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,indicates,482,43.77593360995851,51.867219917012456,8.091286307053942,63.39486297473849,67.20858555920796,3.8137225844694727,58,19,39,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,invites action,428,37.61682242990654,65.42056074766354,27.80373831775701,60.49554287872044,75.48608582487087,14.990542946150425,139,20,119,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,is a type of,861,62.36933797909408,70.38327526132404,8.013937282229964,75.81689635696604,79.91747154639141,4.1005751894253635,84,15,69,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,is instance of,572,57.51748251748252,63.81118881118881,6.293706293706294,71.77843621025438,74.36168629350448,2.5832500832500833,54,18,36,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,is sound of,621,38.64734299516908,73.91304347826086,35.26570048309179,61.75218367247353,81.6202919463789,19.868108273905374,240,21,219,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,is variant of,483,41.40786749482402,54.6583850931677,13.250517598343686,63.886097799141275,70.39378783167604,6.507690032534754,87,23,64,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,linked to visual,407,38.57493857493858,60.1965601965602,21.62162162162162,63.11384561384561,73.74447624447625,10.63063063063063,117,29,88,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,localized in,500,44.4,51.800000000000004,7.3999999999999995,62.11006937506938,66.49316461316461,4.383095238095238,55,18,37,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,occurs in,360,51.66666666666667,59.72222222222222,8.055555555555555,68.81185866602534,73.92561527978194,5.113756613756614,47,18,29,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,originates from,287,40.069686411149824,46.68989547038328,6.620209059233449,62.17234565666622,64.86025008673093,2.687904430064709,50,31,19,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,overlaps with,694,46.97406340057637,50.86455331412104,3.890489913544669,64.18527078109211,66.20376261586637,2.018491834774255,37,10,27,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,part of scene,388,44.84536082474227,54.38144329896907,9.536082474226804,63.721586260246056,68.96182926466432,5.240243004418262,65,28,37,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,perceived as,338,39.94082840236686,66.86390532544378,26.923076923076923,62.145728203420504,78.12910380218072,15.983375598760214,117,26,91,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,performed by,385,33.246753246753244,45.714285714285715,12.467532467532468,55.74472280965787,62.39623796117303,6.651515151515151,78,30,48,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,precedes,620,49.67741935483871,55.64516129032258,5.967741935483871,65.54916678303775,69.03399781222362,3.4848310291858677,59,22,37,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,produced during,572,42.13286713286713,56.29370629370629,14.160839160839162,64.16133109314929,70.91249659431479,6.751165501165501,124,43,81,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,produces,571,34.85113835376533,63.74781085814361,28.896672504378284,60.42212214716592,77.50284935924165,17.080727212075725,191,26,165,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,requires attention,346,25.722543352601157,49.71098265895954,23.98843930635838,52.95889322623426,64.85126867352301,11.892375447288742,111,28,83,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,responds to,522,47.89272030651341,63.984674329501914,16.091954022988507,65.65053932870025,74.40852144875133,8.757982120051086,100,16,84,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,scene contains,579,53.54058721934369,63.212435233160626,9.671848013816927,70.27387312361405,75.50826739945911,5.234394275845053,73,17,56,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,temporal component of,973,49.9486125385406,61.76772867420349,11.819116135662897,67.56448758504257,73.85688224074659,6.292394655704009,175,60,115,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,transcribed as,422,33.41232227488152,57.81990521327014,24.407582938388625,58.099674811760124,71.4527553804805,13.35308056872038,122,19,103,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,triggers,643,39.0357698289269,53.654743390357694,14.618973561430792,60.689089293288355,68.46402819575448,7.774938902466119,159,65,94,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,used for,371,35.84905660377358,58.760107816711596,22.911051212938006,60.00684550549779,72.21516279467762,12.208317289179824,128,43,85,descriptive conditional subset; relations co-occur and this is not a causal effect
TUT2017,warns about,468,47.863247863247864,60.256410256410255,12.393162393162394,66.91120607787273,73.88261429928096,6.971408221408221,70,12,58,descriptive conditional subset; relations co-occur and this is not a causal effect
