dataset,comparison,sample_index,audio_path,true_indices,iKnow_rank,new_rank,delta_reciprocal_rank,Hit@1_transition
FSD50K,F-vs-iKnow,10224,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/44270.wav,"[109, 5]",2,1,0.5,wrong_to_correct
FSD50K,F-vs-iKnow,10225,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/259190.wav,"[81, 109, 5]",1,1,0.0,both_correct
FSD50K,F-vs-iKnow,10226,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/266616.wav,"[109, 5]",1,1,0.0,both_correct
FSD50K,F-vs-iKnow,10227,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/137745.wav,"[81, 109, 5]",2,2,0.0,both_wrong
FSD50K,F-vs-iKnow,10228,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/418509.wav,"[81, 109, 5]",3,1,0.6666666666666667,wrong_to_correct
FSD50K,F-vs-iKnow,10229,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/76133.wav,"[81, 109, 5]",2,1,0.5,wrong_to_correct
FSD50K,F-vs-iKnow,10230,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/106346.wav,"[81, 109, 5]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,0,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/37199.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,1,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175151.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,2,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/253463.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,3,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/329838.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,4,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1277.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,5,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/30149.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,6,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/331398.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,7,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/333246.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,8,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/232924.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,9,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/42378.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,10,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/168741.wav,"[69, 90, 127, 121, 120]",1,4,-0.75,correct_to_wrong
FSD50K,S-vs-iKnow,11,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/235579.wav,"[69, 163, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,12,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1399.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,13,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/321709.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,14,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/271639.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,15,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/60696.wav,"[69, 163, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,16,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/63890.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,17,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1283.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,18,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/317001.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,19,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/252854.wav,"[69, 90, 127, 121, 120]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,20,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/60697.wav,"[69, 163, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,21,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1406.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,22,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/15753.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,23,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/255812.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,24,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/334086.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,25,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/63883.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,26,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/321267.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,27,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47864.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,28,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/251763.wav,"[69, 161, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,29,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1408.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,30,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/334089.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,31,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/44532.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,32,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/330901.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,33,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1405.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,34,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/263455.wav,"[69, 98, 8, 156, 90, 127, 121, 120, 67, 125, 57]",1,3,-0.6666666666666667,correct_to_wrong
FSD50K,S-vs-iKnow,35,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175152.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,36,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/60137.wav,"[69, 163, 90, 127, 121, 120]",8,8,0.0,both_wrong
FSD50K,S-vs-iKnow,37,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/42373.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,38,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/364119.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,39,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47852.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,40,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/333632.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,41,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/256462.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,42,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/277592.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,43,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/363056.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,44,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/865.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,45,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/363059.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,46,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/71134.wav,"[69, 146, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,47,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/45584.wav,"[69, 90, 127, 121, 120]",2,3,-0.16666666666666669,both_wrong
FSD50K,S-vs-iKnow,48,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/114026.wav,"[69, 48, 98, 156, 90, 127, 121, 120, 57, 125, 67]",2,1,0.5,wrong_to_correct
FSD50K,S-vs-iKnow,49,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/336258.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,50,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/104616.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,51,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/317000.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,52,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/255721.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,53,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/44298.wav,"[69, 90, 127, 121, 120]",2,3,-0.16666666666666669,both_wrong
FSD50K,S-vs-iKnow,54,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/328666.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,55,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175196.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,56,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/321708.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,57,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47848.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,58,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/401144.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,59,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/331397.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,60,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/173918.wav,"[69, 98, 8, 156, 90, 127, 121, 120, 67, 125, 57]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,61,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/336255.wav,"[69, 90, 127, 121, 120]",2,4,-0.25,both_wrong
FSD50K,S-vs-iKnow,62,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/265318.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,63,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/240186.wav,"[69, 6, 51, 30, 39, 100, 54, 148, 90, 127, 121, 120, 101, 95]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,64,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/16773.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,65,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/63884.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,66,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/63885.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,67,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/63892.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,68,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/316995.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,69,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/259663.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,70,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/330925.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,71,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/336246.wav,"[69, 90, 127, 121, 120]",2,4,-0.25,both_wrong
FSD50K,S-vs-iKnow,72,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/82177.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,73,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/256506.wav,"[69, 90, 127, 121, 120]",1,3,-0.6666666666666667,correct_to_wrong
FSD50K,S-vs-iKnow,74,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/218200.wav,"[69, 9, 98, 67, 90, 127, 121, 120, 125, 57]",2,3,-0.16666666666666669,both_wrong
FSD50K,S-vs-iKnow,75,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/337898.wav,"[69, 104, 90, 127, 121, 120]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,76,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/151006.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,77,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/368313.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,78,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/171353.wav,"[69, 90, 127, 121, 120]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,79,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/333245.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,80,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/257413.wav,"[69, 9, 48, 98, 195, 156, 68, 90, 127, 121, 120, 57, 125, 67]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,81,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1373.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,82,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/328169.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,83,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/364793.wav,"[69, 98, 8, 104, 156, 90, 127, 121, 120, 67, 125, 57]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,84,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/52081.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,85,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/330749.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,86,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/55083.wav,"[69, 90, 127, 121, 120]",1,3,-0.6666666666666667,correct_to_wrong
FSD50K,S-vs-iKnow,87,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/378012.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,88,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47853.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,89,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47847.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,90,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/15752.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,91,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/338386.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,92,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175157.wav,"[69, 90, 127, 121, 120]",2,3,-0.16666666666666669,both_wrong
FSD50K,S-vs-iKnow,93,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/121189.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,94,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/363058.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,95,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/85166.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,96,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/52347.wav,"[69, 163, 90, 127, 121, 120]",2,1,0.5,wrong_to_correct
FSD50K,S-vs-iKnow,97,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/276576.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,98,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/331352.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,99,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175186.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,100,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/37248.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,101,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/18442.wav,"[69, 186, 48, 71, 119, 0, 90, 127, 121, 120, 57, 125, 70, 118, 184]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,102,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/256126.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,103,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175159.wav,"[69, 90, 127, 121, 120]",1,3,-0.6666666666666667,correct_to_wrong
FSD50K,S-vs-iKnow,104,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175162.wav,"[69, 90, 127, 121, 120]",1,4,-0.75,correct_to_wrong
FSD50K,S-vs-iKnow,105,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/47866.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,106,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/74873.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,107,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/34374.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,108,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/260919.wav,"[69, 8, 156, 90, 127, 121, 120, 67, 125]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,109,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/363060.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,110,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/74872.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,111,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/187299.wav,"[69, 9, 98, 8, 195, 156, 90, 127, 121, 120, 67, 125, 57]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,112,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/363057.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,113,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/265316.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,114,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/351176.wav,"[69, 163, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,115,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/60141.wav,"[69, 90, 127, 121, 120]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,116,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/368089.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,117,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/401692.wav,"[69, 90, 127, 121, 120]",2,1,0.5,wrong_to_correct
FSD50K,S-vs-iKnow,118,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/396473.wav,"[69, 98, 166, 67, 68, 90, 127, 121, 120, 125, 57]",3,1,0.6666666666666667,wrong_to_correct
FSD50K,S-vs-iKnow,119,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/175154.wav,"[69, 90, 127, 121, 120]",1,3,-0.6666666666666667,correct_to_wrong
FSD50K,S-vs-iKnow,120,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/368144.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,121,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/118516.wav,"[69, 163, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,122,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/60139.wav,"[69, 163, 90, 127, 121, 120]",1,4,-0.75,correct_to_wrong
FSD50K,S-vs-iKnow,123,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/48071.wav,"[69, 90, 127, 121, 120]",2,4,-0.25,both_wrong
FSD50K,S-vs-iKnow,124,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/333247.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,125,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/235538.wav,"[69, 163, 90, 127, 121, 120]",2,3,-0.16666666666666669,both_wrong
FSD50K,S-vs-iKnow,126,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/203649.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,127,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/351175.wav,"[69, 90, 127, 121, 120]",2,2,0.0,both_wrong
FSD50K,S-vs-iKnow,128,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/390297.wav,"[69, 110, 57, 68, 79, 90, 127, 121, 120, 125, 72, 150, 101]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,129,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/75313.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,130,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/1402.wav,"[69, 90, 127, 121, 120]",3,3,0.0,both_wrong
FSD50K,S-vs-iKnow,131,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/351177.wav,"[69, 90, 127, 121, 120]",1,2,-0.5,correct_to_wrong
FSD50K,S-vs-iKnow,132,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/7979.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,133,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/249969.wav,"[69, 9, 6, 90, 127, 121, 120, 100]",1,1,0.0,both_correct
FSD50K,S-vs-iKnow,134,/data/zkx/zkx/iknow-audio/data/FSD50K-1/FSD50K.eval_audio/24344.wav,"[69, 90, 127, 121, 120]",1,1,0.0,both_correct
